Time,control,height
5.436,0,1.506801
5.437,0,1.50679
5.438,0,1.506779
5.439,0,1.506768
5.44,0,1.506756
5.441,0,1.506745
5.442,0,1.506734
5.443,0,1.506722
5.444,0,1.506711
5.445,0,1.506699
5.446,0,1.506687
5.447,0,1.506676
5.448,0,1.506664
5.449,0,1.506652
5.45,0,1.506641
5.451,0,1.506629
5.452,0,1.506617
5.453,0,1.506605
5.454,0,1.506593
5.455,0,1.506581
5.456,0,1.506569
5.457,0,1.506557
5.458,0,1.506545
5.459,0,1.506533
5.46,0,1.50652
5.461,0,1.506508
5.462,0,1.506496
5.463,0,1.506483
5.464,0,1.506471
5.465,0,1.506458
5.466,0,1.506446
5.467,0,1.506433
5.468,0,1.50642
5.469,0,1.506408
5.47,0,1.506395
5.471,0,1.506382
5.472,0,1.506369
5.473,0,1.506356
5.474,0,1.506343
5.475,0,1.50633
5.476,0,1.506317
5.477,0,1.506304
5.478,0,1.506291
5.479,0,1.506278
5.48,0,1.506265
5.481,0,1.506251
5.482,0,1.506238
5.483,0,1.506225
5.484,0,1.506211
5.485,0,1.506198
5.486,0,1.506184
5.487,0,1.50617
5.488,0,1.506157
5.489,0,1.506143
5.49,0,1.506129
5.491,0,1.506115
5.492,0,1.506101
5.493,0,1.506088
5.494,0,1.506074
5.495,0,1.506059
5.496,0,1.506045
5.497,0,1.506031
5.498,0,1.506017
5.499,0,1.506003
5.5,0,1.505988
5.501,0,1.505974
5.502,0,1.50596
5.503,0,1.505945
5.504,0,1.505931
5.505,0,1.505916
5.506,0,1.505901
5.507,0,1.505887
5.508,0,1.505872
5.509,0,1.505857
5.51,0,1.505842
5.511,0,1.505827
5.512,0,1.505812
5.513,0,1.505797
5.514,0,1.505782
5.515,0,1.505767
5.516,0,1.505752
5.517,0,1.505737
5.518,0,1.505721
5.519,0,1.505706
5.52,0,1.505691
5.521,0,1.505675
5.522,0,1.50566
5.523,0,1.505644
5.524,0,1.505629
5.525,0,1.505613
5.526,0,1.505597
5.527,0,1.505581
5.528,0,1.505565
5.529,0,1.50555
5.53,0,1.505534
5.531,0,1.505518
5.532,0,1.505501
5.533,0,1.505485
5.534,0,1.505469
5.535,0,1.505453
5.536,0,1.505437
5.537,0,1.50542
5.538,0,1.505404
5.539,0,1.505387
5.54,0,1.505371
5.541,0,1.505354
5.542,0,1.505338
5.543,0,1.505321
5.544,0,1.505304
5.545,0,1.505287
5.546,0,1.50527
5.547,0,1.505253
5.548,0,1.505237
5.549,0,1.505219
5.55,0,1.505202
5.551,0,1.505185
5.552,0,1.505168
5.553,0,1.505151
5.554,0,1.505133
5.555,0,1.505116
5.556,0,1.505099
5.557,0,1.505081
5.558,0,1.505064
5.559,0,1.505046
5.56,0,1.505028
5.561,0,1.505011
5.562,0,1.504993
5.563,0,1.504975
5.564,0,1.504957
5.565,0,1.504939
5.566,0,1.504921
5.567,0,1.504903
5.568,0,1.504885
5.569,0,1.504867
5.57,0,1.504848
5.571,0,1.50483
5.572,0,1.504812
5.573,0,1.504793
5.574,0,1.504775
5.575,0,1.504756
5.576,0,1.504738
5.577,0,1.504719
5.578,0,1.5047
5.579,0,1.504682
5.58,0,1.504663
5.581,0,1.504644
5.582,0,1.504625
5.583,0,1.504606
5.584,0,1.504587
5.585,0,1.504568
5.586,0,1.504549
5.587,0,1.504529
5.588,0,1.50451
5.589,0,1.504491
5.59,0,1.504471
5.591,0,1.504452
5.592,0,1.504432
5.593,0,1.504413
5.594,0,1.504393
5.595,0,1.504374
5.596,0,1.504354
5.597,0,1.504334
5.598,0,1.504314
5.599,0,1.504294
5.6,0,1.504274
5.601,0,1.504254
5.602,0,1.504234
5.603,0,1.504214
5.604,0,1.504194
5.605,0,1.504174
5.606,0,1.504153
5.607,0,1.504133
5.608,0,1.504113
5.609,0,1.504092
5.61,0,1.504072
5.611,0,1.504051
5.612,0,1.50403
5.613,0,1.50401
5.614,0,1.503989
5.615,0,1.503968
5.616,0,1.503947
5.617,0,1.503926
5.618,0,1.503905
5.619,0,1.503884
5.62,0,1.503863
5.621,0,1.503842
5.622,0,1.503821
5.623,0,1.503799
5.624,0,1.503778
5.625,0,1.503757
5.626,0,1.503735
5.627,0,1.503714
5.628,0,1.503692
5.629,0,1.503671
5.63,0,1.503649
5.631,0,1.503627
5.632,0,1.503605
5.633,0,1.503583
5.634,0,1.503562
5.635,0,1.50354
5.636,0,1.503518
5.637,0,1.503496
5.638,0,1.503473
5.639,0,1.503451
5.64,0,1.503429
5.641,0,1.503407
5.642,0,1.503384
5.643,0,1.503362
5.644,0,1.50334
5.645,0,1.503317
5.646,0,1.503295
5.647,0,1.503272
5.648,0,1.503249
5.649,0,1.503227
5.65,0,1.503204
5.651,0,1.503181
5.652,0,1.503158
5.653,0,1.503135
5.654,0,1.503112
5.655,0,1.503089
5.656,0,1.503066
5.657,0,1.503043
5.658,0,1.50302
5.659,0,1.502996
5.66,0,1.502973
5.661,0,1.50295
5.662,0,1.502926
5.663,0,1.502903
5.664,0,1.502879
5.665,0,1.502855
5.666,0,1.502832
5.667,0,1.502808
5.668,0,1.502784
5.669,0,1.502761
5.67,0,1.502737
5.671,0,1.502713
5.672,0,1.502689
5.673,0,1.502665
5.674,0,1.502641
5.675,0,1.502617
5.676,0,1.502592
5.677,0,1.502568
5.678,0,1.502544
5.679,0,1.50252
5.68,0,1.502495
5.681,0,1.502471
5.682,0,1.502446
5.683,0,1.502422
5.684,0,1.502397
5.685,0,1.502373
5.686,0,1.502348
5.687,0,1.502323
5.688,0,1.502298
5.689,0,1.502273
5.69,0,1.502248
5.691,0,1.502224
5.692,0,1.502199
5.693,0,1.502173
5.694,0,1.502148
5.695,0,1.502123
5.696,0,1.502098
5.697,0,1.502073
5.698,0,1.502047
5.699,0,1.502022
5.7,0,1.501997
5.701,0,1.501971
5.702,0,1.501946
5.703,0,1.50192
5.704,0,1.501895
5.705,0,1.501869
5.706,0,1.501843
5.707,0,1.501817
5.708,0,1.501792
5.709,0,1.501766
5.71,0,1.50174
5.711,0,1.501714
5.712,0,1.501688
5.713,0,1.501662
5.714,0,1.501636
5.715,0,1.50161
5.716,0,1.501583
5.717,0,1.501557
5.718,0,1.501531
5.719,0,1.501505
5.72,0,1.501478
5.721,0,1.501452
5.722,0,1.501425
5.723,0,1.501399
5.724,0,1.501372
5.725,0,1.501345
5.726,0,1.501319
5.727,0,1.501292
5.728,0,1.501265
5.729,0,1.501239
5.73,0,1.501212
5.731,0,1.501185
5.732,0,1.501158
5.733,0,1.501131
5.734,0,1.501104
5.735,0,1.501077
5.736,0,1.50105
5.737,0,1.501022
5.738,0,1.500995
5.739,0,1.500968
5.74,0,1.500941
5.741,0,1.500913
5.742,0,1.500886
5.743,0,1.500858
5.744,0,1.500831
5.745,0,1.500803
5.746,0,1.500776
5.747,0,1.500748
5.748,0,1.500721
5.749,0,1.500693
5.75,0,1.500665
5.751,0,1.500637
5.752,0,1.500609
5.753,0,1.500582
5.754,0,1.500554
5.755,0,1.500526
5.756,0,1.500498
5.757,0,1.50047
5.758,0,1.500442
5.759,0,1.500413
5.76,0,1.500385
5.761,0,1.500357
5.762,0,1.500329
5.763,0,1.5003
5.764,0,1.500272
5.765,0,1.500244
5.766,0,1.500215
5.767,0,1.500187
5.768,0,1.500158
5.769,0,1.50013
5.77,0,1.500101
5.771,0,1.500073
5.772,0,1.500044
5.773,0,1.500015
5.774,0,1.499986
5.775,0,1.499958
5.776,0.000136,1.499929
5.777,0.000424,1.4999
5.778,0.000712,1.499871
5.779,0.001001,1.499842
5.78,0.00129,1.499813
5.781,0.001579,1.499784
5.782,0.001869,1.499755
5.783,0.002159,1.499726
5.784,0.00245,1.499697
5.785,0.00274,1.499668
5.786,0.003032,1.499638
5.787,0.003323,1.499609
5.788,0.003615,1.49958
5.789,0.003908,1.499551
5.79,0.0042,1.499521
5.791,0.004493,1.499492
5.792,0.004787,1.499463
5.793,0.00508,1.499433
5.794,0.005374,1.499404
5.795,0.005669,1.499374
5.796,0.005963,1.499345
5.797,0.006258,1.499315
5.798,0.006554,1.499286
5.799,0.006849,1.499256
5.8,0.007145,1.499226
5.801,0.007441,1.499197
5.802,0.007737,1.499167
5.803,0.008034,1.499137
5.804,0.008331,1.499107
5.805,0.008628,1.499078
5.806,0.008926,1.499048
5.807,0.009223,1.499018
5.808,0.009521,1.498988
5.809,0.00982,1.498958
5.81,0.010118,1.498928
5.811,0.010417,1.498898
5.812,0.010716,1.498869
5.813,0.011015,1.498839
5.814,0.011314,1.498809
5.815,0.011614,1.498779
5.816,0.011914,1.498749
5.817,0.012214,1.498719
5.818,0.012514,1.498688
5.819,0.012815,1.498658
5.82,0.013115,1.498628
5.821,0.013416,1.498598
5.822,0.013717,1.498568
5.823,0.014018,1.498538
5.824,0.014319,1.498508
5.825,0.014621,1.498478
5.826,0.014922,1.498447
5.827,0.015224,1.498417
5.828,0.015526,1.498387
5.829,0.015828,1.498357
5.83,0.01613,1.498326
5.831,0.016433,1.498296
5.832,0.016735,1.498266
5.833,0.017038,1.498236
5.834,0.01734,1.498205
5.835,0.017643,1.498175
5.836,0.017946,1.498145
5.837,0.018249,1.498115
5.838,0.018552,1.498084
5.839,0.018855,1.498054
5.84,0.019158,1.498024
5.841,0.019461,1.497993
5.842,0.019764,1.497963
5.843,0.020068,1.497933
5.844,0.020371,1.497902
5.845,0.020674,1.497872
5.846,0.020978,1.497842
5.847,0.021281,1.497811
5.848,0.021585,1.497781
5.849,0.021888,1.49775
5.85,0.022192,1.49772
5.851,0.022495,1.49769
5.852,0.022799,1.497659
5.853,0.023103,1.497629
5.854,0.023406,1.497599
5.855,0.02371,1.497568
5.856,0.024013,1.497538
5.857,0.024316,1.497508
5.858,0.02462,1.497477
5.859,0.024923,1.497447
5.86,0.025226,1.497417
5.861,0.02553,1.497386
5.862,0.025833,1.497356
5.863,0.026136,1.497326
5.864,0.026439,1.497296
5.865,0.026742,1.497265
5.866,0.027045,1.497235
5.867,0.027347,1.497205
5.868,0.02765,1.497175
5.869,0.027953,1.497144
5.87,0.028255,1.497114
5.871,0.028557,1.497084
5.872,0.028859,1.497054
5.873,0.029161,1.497023
5.874,0.029463,1.496993
5.875,0.029765,1.496963
5.876,0.030067,1.496933
5.877,0.030368,1.496903
5.878,0.030669,1.496873
5.879,0.03097,1.496843
5.88,0.031271,1.496813
5.881,0.031572,1.496783
5.882,0.031872,1.496753
5.883,0.032173,1.496723
5.884,0.032473,1.496693
5.885,0.032773,1.496663
5.886,0.033072,1.496633
5.887,0.033372,1.496603
5.888,0.033671,1.496573
5.889,0.03397,1.496543
5.89,0.034268,1.496514
5.891,0.034567,1.496484
5.892,0.034865,1.496454
5.893,0.035163,1.496424
5.894,0.03546,1.496395
5.895,0.035758,1.496365
5.896,0.036055,1.496335
5.897,0.036352,1.496306
5.898,0.036648,1.496276
5.899,0.036944,1.496246
5.9,0.03724,1.496217
5.901,0.037535,1.496187
5.902,0.03783,1.496158
5.903,0.038125,1.496129
5.904,0.03842,1.496099
5.905,0.038714,1.49607
5.906,0.039008,1.496041
5.907,0.039301,1.496011
5.908,0.039594,1.495982
5.909,0.039887,1.495953
5.91,0.040179,1.495924
5.911,0.040471,1.495895
5.912,0.040762,1.495866
5.913,0.041053,1.495837
5.914,0.041344,1.495808
5.915,0.041634,1.495779
5.916,0.041924,1.49575
5.917,0.042213,1.495721
5.918,0.042502,1.495692
5.919,0.04279,1.495663
5.92,0.043078,1.495635
5.921,0.043366,1.495606
5.922,0.043653,1.495577
5.923,0.04394,1.495549
5.924,0.044226,1.49552
5.925,0.044511,1.495492
5.926,0.044797,1.495463
5.927,0.045081,1.495435
5.928,0.045365,1.495407
5.929,0.045649,1.495379
5.93,0.045932,1.49535
5.931,0.046214,1.495322
5.932,0.046496,1.495294
5.933,0.046778,1.495266
5.934,0.047059,1.495238
5.935,0.047339,1.49521
5.936,0.047619,1.495182
5.937,0.047898,1.495155
5.938,0.048177,1.495127
5.939,0.048455,1.495099
5.94,0.048732,1.495071
5.941,0.049009,1.495044
5.942,0.049285,1.495016
5.943,0.049561,1.494989
5.944,0.049836,1.494962
5.945,0.05011,1.494934
5.946,0.050384,1.494907
5.947,0.050657,1.49488
5.948,0.050929,1.494853
5.949,0.051201,1.494826
5.95,0.051472,1.494799
5.951,0.051743,1.494772
5.952,0.052012,1.494745
5.953,0.052282,1.494718
5.954,0.05255,1.494692
5.955,0.052818,1.494665
5.956,0.053085,1.494638
5.957,0.053351,1.494612
5.958,0.053616,1.494585
5.959,0.053881,1.494559
5.96,0.054145,1.494533
5.961,0.054409,1.494507
5.962,0.054671,1.494481
5.963,0.054933,1.494455
5.964,0.055194,1.494429
5.965,0.055455,1.494403
5.966,0.055714,1.494377
5.967,0.055973,1.494351
5.968,0.056231,1.494326
5.969,0.056488,1.4943
5.97,0.056745,1.494274
5.971,0.057001,1.494249
5.972,0.057255,1.494224
5.973,0.057509,1.494199
5.974,0.057763,1.494173
5.975,0.058015,1.494148
5.976,0.058266,1.494123
5.977,0.058517,1.494098
5.978,0.058767,1.494074
5.979,0.059016,1.494049
5.98,0.059264,1.494024
5.981,0.059511,1.494
5.982,0.059757,1.493975
5.983,0.060003,1.493951
5.984,0.060247,1.493927
5.985,0.060491,1.493902
5.986,0.060734,1.493878
5.987,0.060976,1.493854
5.988,0.061217,1.49383
5.989,0.061457,1.493807
5.99,0.061696,1.493783
5.991,0.061934,1.493759
5.992,0.062171,1.493736
5.993,0.062407,1.493712
5.994,0.062643,1.493689
5.995,0.062877,1.493666
5.996,0.06311,1.493643
5.997,0.063343,1.49362
5.998,0.063574,1.493597
5.999,0.063805,1.493574
6,0.064034,1.493551
6.001,0.064263,1.493528
6.002,0.06449,1.493506
6.003,0.064717,1.493483
6.004,0.064942,1.493461
6.005,0.065166,1.493439
6.006,0.06539,1.493417
6.007,0.065612,1.493395
6.008,0.065833,1.493373
6.009,0.066054,1.493351
6.01,0.066273,1.493329
6.011,0.066491,1.493308
6.012,0.066708,1.493286
6.013,0.066924,1.493265
6.014,0.067139,1.493243
6.015,0.067353,1.493222
6.016,0.067565,1.493201
6.017,0.067777,1.49318
6.018,0.067988,1.493159
6.019,0.068197,1.493139
6.02,0.068405,1.493118
6.021,0.068612,1.493098
6.022,0.068819,1.493077
6.023,0.069024,1.493057
6.024,0.069227,1.493037
6.025,0.06943,1.493017
6.026,0.069631,1.492997
6.027,0.069832,1.492977
6.028,0.070031,1.492957
6.029,0.070229,1.492938
6.03,0.070426,1.492918
6.031,0.070622,1.492899
6.032,0.070816,1.49288
6.033,0.07101,1.492861
6.034,0.071202,1.492842
6.035,0.071393,1.492823
6.036,0.071582,1.492804
6.037,0.071771,1.492786
6.038,0.071958,1.492767
6.039,0.072144,1.492749
6.04,0.072329,1.49273
6.041,0.072513,1.492712
6.042,0.072695,1.492694
6.043,0.072876,1.492677
6.044,0.073056,1.492659
6.045,0.073235,1.492641
6.046,0.073412,1.492624
6.047,0.073588,1.492606
6.048,0.073763,1.492589
6.049,0.073937,1.492572
6.05,0.074109,1.492555
6.051,0.07428,1.492538
6.052,0.07445,1.492521
6.053,0.074619,1.492505
6.054,0.074786,1.492488
6.055,0.074952,1.492472
6.056,0.075116,1.492456
6.057,0.07528,1.49244
6.058,0.075441,1.492424
6.059,0.075602,1.492408
6.06,0.075761,1.492392
6.061,0.075919,1.492377
6.062,0.076076,1.492361
6.063,0.076231,1.492346
6.064,0.076385,1.492331
6.065,0.076538,1.492316
6.066,0.076689,1.492301
6.067,0.076839,1.492287
6.068,0.076988,1.492272
6.069,0.077135,1.492258
6.07,0.077281,1.492243
6.071,0.077425,1.492229
6.072,0.077568,1.492215
6.073,0.07771,1.492201
6.074,0.07785,1.492187
6.075,0.077989,1.492174
6.076,0.078126,1.49216
6.077,0.078262,1.492147
6.078,0.078397,1.492134
6.079,0.07853,1.492121
6.08,0.078662,1.492108
6.081,0.078793,1.492095
6.082,0.078922,1.492082
6.083,0.079049,1.49207
6.084,0.079175,1.492058
6.085,0.0793,1.492045
6.086,0.079423,1.492033
6.087,0.079545,1.492022
6.088,0.079666,1.49201
6.089,0.079785,1.491998
6.09,0.079902,1.491987
6.091,0.080018,1.491975
6.092,0.080133,1.491964
6.093,0.080246,1.491953
6.094,0.080358,1.491942
6.095,0.080468,1.491932
6.096,0.080577,1.491921
6.097,0.080684,1.491911
6.098,0.08079,1.4919
6.099,0.080894,1.49189
6.1,0.080997,1.49188
6.101,0.081098,1.49187
6.102,0.081198,1.491861
6.103,0.081296,1.491851
6.104,0.081393,1.491842
6.105,0.081489,1.491833
6.106,0.081582,1.491823
6.107,0.081675,1.491815
6.108,0.081765,1.491806
6.109,0.081855,1.491797
6.11,0.081943,1.491789
6.111,0.082029,1.49178
6.112,0.082114,1.491772
6.113,0.082197,1.491764
6.114,0.082278,1.491756
6.115,0.082359,1.491749
6.116,0.082437,1.491741
6.117,0.082514,1.491734
6.118,0.08259,1.491726
6.119,0.082664,1.491719
6.12,0.082736,1.491712
6.121,0.082807,1.491706
6.122,0.082877,1.491699
6.123,0.082945,1.491692
6.124,0.083011,1.491686
6.125,0.083076,1.49168
6.126,0.083139,1.491674
6.127,0.0832,1.491668
6.128,0.08326,1.491662
6.129,0.083319,1.491657
6.13,0.083376,1.491652
6.131,0.083431,1.491646
6.132,0.083485,1.491641
6.133,0.083537,1.491636
6.134,0.083588,1.491632
6.135,0.083637,1.491627
6.136,0.083684,1.491623
6.137,0.08373,1.491618
6.138,0.083774,1.491614
6.139,0.083817,1.49161
6.14,0.083858,1.491606
6.141,0.083898,1.491603
6.142,0.083936,1.491599
6.143,0.083972,1.491596
6.144,0.084007,1.491593
6.145,0.08404,1.49159
6.146,0.084072,1.491587
6.147,0.084102,1.491584
6.148,0.08413,1.491582
6.149,0.084157,1.491579
6.15,0.084182,1.491577
6.151,0.084206,1.491575
6.152,0.084228,1.491573
6.153,0.084248,1.491572
6.154,0.084267,1.49157
6.155,0.084285,1.491569
6.156,0.0843,1.491567
6.157,0.084314,1.491566
6.158,0.084327,1.491565
6.159,0.084337,1.491565
6.16,0.084347,1.491564
6.161,0.084354,1.491564
6.162,0.08436,1.491563
6.163,0.084365,1.491563
6.164,0.084367,1.491563
6.165,0.084369,1.491563
6.166,0.084368,1.491564
6.167,0.084366,1.491564
6.168,0.084363,1.491565
6.169,0.084357,1.491566
6.17,0.08435,1.491567
6.171,0.084342,1.491568
6.172,0.084332,1.491569
6.173,0.08432,1.491571
6.174,0.084307,1.491572
6.175,0.084292,1.491574
6.176,0.084275,1.491576
6.177,0.084257,1.491578
6.178,0.084237,1.491581
6.179,0.084216,1.491583
6.18,0.084193,1.491586
6.181,0.084168,1.491589
6.182,0.084142,1.491591
6.183,0.084114,1.491595
6.184,0.084085,1.491598
6.185,0.084054,1.491601
6.186,0.084021,1.491605
6.187,0.083987,1.491609
6.188,0.083951,1.491613
6.189,0.083914,1.491617
6.19,0.083875,1.491621
6.191,0.083834,1.491625
6.192,0.083792,1.49163
6.193,0.083748,1.491634
6.194,0.083703,1.491639
6.195,0.083656,1.491644
6.196,0.083607,1.49165
6.197,0.083557,1.491655
6.198,0.083505,1.49166
6.199,0.083451,1.491666
6.2,0.083396,1.491672
6.201,0.08334,1.491678
6.202,0.083282,1.491684
6.203,0.083222,1.49169
6.204,0.08316,1.491697
6.205,0.083097,1.491703
6.206,0.083033,1.49171
6.207,0.082967,1.491717
6.208,0.082899,1.491724
6.209,0.08283,1.491731
6.21,0.082759,1.491739
6.211,0.082686,1.491746
6.212,0.082612,1.491754
6.213,0.082537,1.491762
6.214,0.082459,1.49177
6.215,0.082381,1.491778
6.216,0.0823,1.491787
6.217,0.082218,1.491795
6.218,0.082135,1.491804
6.219,0.08205,1.491812
6.22,0.081963,1.491821
6.221,0.081875,1.491831
6.222,0.081786,1.49184
6.223,0.081694,1.491849
6.224,0.081601,1.491859
6.225,0.081507,1.491869
6.226,0.081411,1.491879
6.227,0.081314,1.491889
6.228,0.081215,1.491899
6.229,0.081114,1.491909
6.23,0.081012,1.49192
6.231,0.080909,1.49193
6.232,0.080804,1.491941
6.233,0.080697,1.491952
6.234,0.080589,1.491963
6.235,0.080479,1.491974
6.236,0.080368,1.491986
6.237,0.080256,1.491997
6.238,0.080141,1.492009
6.239,0.080026,1.492021
6.24,0.079909,1.492033
6.241,0.07979,1.492045
6.242,0.07967,1.492058
6.243,0.079548,1.49207
6.244,0.079425,1.492083
6.245,0.0793,1.492095
6.246,0.079174,1.492108
6.247,0.079046,1.492121
6.248,0.078917,1.492135
6.249,0.078787,1.492148
6.25,0.078655,1.492161
6.251,0.078521,1.492175
6.252,0.078386,1.492189
6.253,0.07825,1.492203
6.254,0.078112,1.492217
6.255,0.077973,1.492231
6.256,0.077832,1.492245
6.257,0.07769,1.49226
6.258,0.077546,1.492275
6.259,0.077401,1.492289
6.26,0.077254,1.492304
6.261,0.077107,1.492319
6.262,0.076957,1.492335
6.263,0.076806,1.49235
6.264,0.076654,1.492365
6.265,0.076501,1.492381
6.266,0.076346,1.492397
6.267,0.076189,1.492413
6.268,0.076032,1.492429
6.269,0.075872,1.492445
6.27,0.075712,1.492461
6.271,0.07555,1.492478
6.272,0.075387,1.492494
6.273,0.075222,1.492511
6.274,0.075056,1.492528
6.275,0.074889,1.492545
6.276,0.07472,1.492562
6.277,0.07455,1.492579
6.278,0.074378,1.492597
6.279,0.074206,1.492614
6.28,0.074031,1.492632
6.281,0.073856,1.49265
6.282,0.073679,1.492668
6.283,0.073501,1.492686
6.284,0.073322,1.492704
6.285,0.073141,1.492722
6.286,0.072959,1.492741
6.287,0.072776,1.492759
6.288,0.072591,1.492778
6.289,0.072405,1.492797
6.29,0.072218,1.492816
6.291,0.07203,1.492835
6.292,0.07184,1.492854
6.293,0.071649,1.492874
6.294,0.071457,1.492893
6.295,0.071263,1.492913
6.296,0.071069,1.492932
6.297,0.070873,1.492952
6.298,0.070675,1.492972
6.299,0.070477,1.492992
6.3,0.070277,1.493013
6.301,0.070076,1.493033
6.302,0.069874,1.493053
6.303,0.069671,1.493074
6.304,0.069467,1.493095
6.305,0.069261,1.493115
6.306,0.069054,1.493136
6.307,0.068846,1.493157
6.308,0.068637,1.493178
6.309,0.068427,1.4932
6.31,0.068215,1.493221
6.311,0.068002,1.493243
6.312,0.067789,1.493264
6.313,0.067574,1.493286
6.314,0.067357,1.493308
6.315,0.06714,1.49333
6.316,0.066922,1.493352
6.317,0.066702,1.493374
6.318,0.066482,1.493396
6.319,0.06626,1.493419
6.32,0.066037,1.493441
6.321,0.065814,1.493464
6.322,0.065589,1.493486
6.323,0.065363,1.493509
6.324,0.065136,1.493532
6.325,0.064908,1.493555
6.326,0.064678,1.493578
6.327,0.064448,1.493602
6.328,0.064217,1.493625
6.329,0.063985,1.493648
6.33,0.063751,1.493672
6.331,0.063517,1.493695
6.332,0.063282,1.493719
6.333,0.063045,1.493743
6.334,0.062808,1.493767
6.335,0.06257,1.493791
6.336,0.062331,1.493815
6.337,0.06209,1.493839
6.338,0.061849,1.493864
6.339,0.061607,1.493888
6.34,0.061364,1.493913
6.341,0.06112,1.493937
6.342,0.060875,1.493962
6.343,0.060629,1.493987
6.344,0.060382,1.494011
6.345,0.060134,1.494036
6.346,0.059886,1.494061
6.347,0.059636,1.494087
6.348,0.059386,1.494112
6.349,0.059135,1.494137
6.35,0.058882,1.494162
6.351,0.058629,1.494188
6.352,0.058376,1.494213
6.353,0.058121,1.494239
6.354,0.057865,1.494265
6.355,0.057609,1.494291
6.356,0.057352,1.494317
6.357,0.057094,1.494342
6.358,0.056835,1.494368
6.359,0.056575,1.494395
6.36,0.056315,1.494421
6.361,0.056054,1.494447
6.362,0.055792,1.494473
6.363,0.055529,1.4945
6.364,0.055266,1.494526
6.365,0.055002,1.494553
6.366,0.054737,1.49458
6.367,0.054471,1.494606
6.368,0.054205,1.494633
6.369,0.053938,1.49466
6.37,0.05367,1.494687
6.371,0.053401,1.494714
6.372,0.053132,1.494741
6.373,0.052862,1.494768
6.374,0.052592,1.494795
6.375,0.052321,1.494822
6.376,0.052049,1.49485
6.377,0.051776,1.494877
6.378,0.051503,1.494904
6.379,0.05123,1.494932
6.38,0.050955,1.49496
6.381,0.05068,1.494987
6.382,0.050405,1.495015
6.383,0.050129,1.495043
6.384,0.049852,1.49507
6.385,0.049575,1.495098
6.386,0.049297,1.495126
6.387,0.049019,1.495154
6.388,0.04874,1.495182
6.389,0.04846,1.49521
6.39,0.048181,1.495238
6.391,0.0479,1.495266
6.392,0.047619,1.495294
6.393,0.047338,1.495323
6.394,0.047056,1.495351
6.395,0.046773,1.495379
6.396,0.04649,1.495408
6.397,0.046207,1.495436
6.398,0.045923,1.495465
6.399,0.045639,1.495493
6.4,0.045354,1.495522
6.401,0.045069,1.49555
6.402,0.044784,1.495579
6.403,0.044498,1.495608
6.404,0.044212,1.495636
6.405,0.043925,1.495665
6.406,0.043638,1.495694
6.407,0.043351,1.495723
6.408,0.043063,1.495751
6.409,0.042775,1.49578
6.41,0.042486,1.495809
6.411,0.042197,1.495838
6.412,0.041908,1.495867
6.413,0.041619,1.495896
6.414,0.041329,1.495925
6.415,0.041039,1.495954
6.416,0.040749,1.495983
6.417,0.040459,1.496012
6.418,0.040168,1.496041
6.419,0.039877,1.496071
6.42,0.039586,1.4961
6.421,0.039294,1.496129
6.422,0.039003,1.496158
6.423,0.038711,1.496187
6.424,0.038419,1.496217
6.425,0.038126,1.496246
6.426,0.037834,1.496275
6.427,0.037541,1.496304
6.428,0.037249,1.496334
6.429,0.036956,1.496363
6.43,0.036663,1.496392
6.431,0.036369,1.496422
6.432,0.036076,1.496451
6.433,0.035783,1.49648
6.434,0.035489,1.49651
6.435,0.035196,1.496539
6.436,0.034902,1.496569
6.437,0.034608,1.496598
6.438,0.034314,1.496627
6.439,0.034021,1.496657
6.44,0.033727,1.496686
6.441,0.033433,1.496715
6.442,0.033139,1.496745
6.443,0.032845,1.496774
6.444,0.032551,1.496804
6.445,0.032257,1.496833
6.446,0.031963,1.496862
6.447,0.03167,1.496892
6.448,0.031376,1.496921
6.449,0.031082,1.496951
6.45,0.030788,1.49698
6.451,0.030495,1.497009
6.452,0.030201,1.497039
6.453,0.029908,1.497068
6.454,0.029614,1.497097
6.455,0.029321,1.497126
6.456,0.029028,1.497156
6.457,0.028735,1.497185
6.458,0.028442,1.497214
6.459,0.02815,1.497243
6.46,0.027857,1.497273
6.461,0.027565,1.497302
6.462,0.027273,1.497331
6.463,0.026981,1.49736
6.464,0.026689,1.497389
6.465,0.026398,1.497418
6.466,0.026107,1.497448
6.467,0.025816,1.497477
6.468,0.025525,1.497506
6.469,0.025234,1.497535
6.47,0.024944,1.497564
6.471,0.024654,1.497592
6.472,0.024364,1.497621
6.473,0.024075,1.49765
6.474,0.023786,1.497679
6.475,0.023497,1.497708
6.476,0.023209,1.497737
6.477,0.022921,1.497765
6.478,0.022633,1.497794
6.479,0.022346,1.497823
6.48,0.022059,1.497851
6.481,0.021772,1.49788
6.482,0.021486,1.497909
6.483,0.0212,1.497937
6.484,0.020915,1.497965
6.485,0.02063,1.497994
6.486,0.020345,1.498022
6.487,0.020061,1.498051
6.488,0.019778,1.498079
6.489,0.019495,1.498107
6.49,0.019212,1.498135
6.491,0.01893,1.498163
6.492,0.018648,1.498191
6.493,0.018367,1.498219
6.494,0.018086,1.498247
6.495,0.017806,1.498275
6.496,0.017526,1.498303
6.497,0.017247,1.498331
6.498,0.016969,1.498359
6.499,0.016691,1.498386
6.5,0.016413,1.498414
6.501,0.016137,1.498442
6.502,0.01586,1.498469
6.503,0.015585,1.498496
6.504,0.01531,1.498524
6.505,0.015035,1.498551
6.506,0.014762,1.498578
6.507,0.014489,1.498606
